,driver_BlockManager_memory_memUsed_MB_value,driver_jvm_heap_used_value,avg_jvm_heap_used_value,avg_executor_filesystem_hdfs_write_ops_value_1_diff,avg_executor_cpuTime_count_1_diff,avg_executor_runTime_count_1_diff,avg_executor_shuffleRecordsRead_count_1_diff,avg_executor_shuffleRecordsWritten_count_1_diff
0,6768.0,517444030.0,6848532000.0,0.0,0.0,0.0,0.0,0.0
1,7061.0,524778000.0,7259323400.0,0.0,0.0,0.0,0.0,0.0
2,7352.0,555564350.0,6260949500.0,0.0,0.0,0.0,0.0,0.0
3,7519.0,564494800.0,7235856000.0,0.0,1863834500.0,1948.6666,0.0,23429.666
4,7791.0,575280900.0,6611089000.0,0.0,2041710100.0,2144.0,0.0,34143.0
5,8082.0,590234430.0,7553114600.0,0.0,1975624800.0,2026.0,0.0,35225.0
6,8248.0,593696300.0,6778283000.0,0.0,2186599400.0,2245.3333,0.0,35164.668
7,8520.0,624719500.0,6459701000.0,12.333333,691451900.0,748.3333,61408.0,8362.0
8,8817.0,643316300.0,5676635000.0,11.333333,186994910.0,591.6667,57520.668,0.0
9,6628.0,668104000.0,6063173600.0,3.0,55071164.0,214.33333,17395.666,0.0
10,6897.0,676124350.0,6439978500.0,0.0,0.0,0.0,0.0,0.0
11,7190.0,678652400.0,6803255300.0,0.0,0.0,0.0,0.0,0.0
12,7356.0,707231500.0,8440882000.0,0.0,0.0,0.0,0.0,0.0
13,7626.0,716485950.0,8055816000.0,0.0,1950854700.0,2046.3334,0.0,23499.666
14,7918.0,726388200.0,7452058000.0,0.0,2061342200.0,2116.6667,0.0,28836.334
15,8071.0,739056000.0,7000489000.0,0.0,1683527700.0,1744.3334,0.0,23502.0
16,8348.0,749260540.0,7879043000.0,0.0,2237032200.0,2272.6667,0.0,31136.334
17,8639.0,776350300.0,9322744000.0,9.333333,1159126300.0,1241.3334,42748.332,15791.333
18,6296.0,813353400.0,8570437000.0,17.333334,284743170.0,406.66666,80017.336,0.0
19,6570.0,821700400.0,8953329000.0,0.0,0.0,0.0,0.0,0.0
20,6862.0,829064900.0,7941334000.0,0.0,0.0,0.0,0.0,0.0
21,7026.0,836245760.0,6983338000.0,0.0,0.0,0.0,0.0,0.0
22,7296.0,866325900.0,8677876000.0,0.0,0.0,0.0,0.0,0.0
23,7592.0,870473100.0,8176398300.0,0.0,1678031400.0,1759.6666,0.0,20477.666
24,7760.0,879752200.0,9114119000.0,0.0,2241313000.0,2331.3333,0.0,28523.666
25,8032.0,893394940.0,8594520000.0,0.0,1785844600.0,1869.6666,0.0,26225.0
26,8318.0,903954500.0,9529477000.0,0.0,1824634100.0,1862.6666,0.0,25719.666
27,8482.0,929706000.0,8355969500.0,6.6666665,1617034600.0,1715.3334,30737.334,22967.0
28,8758.0,953298370.0,9141592000.0,19.0,360879700.0,485.66666,86919.0,0.0
29,6684.0,975323840.0,9508409000.0,1.0,24367194.0,164.0,6256.6665,0.0
30,6846.0,977602560.0,9853455000.0,0.0,0.0,0.0,0.0,0.0
31,7117.0,984855230.0,10240041000.0,0.0,0.0,0.0,0.0,0.0
32,7408.0,1017516350.0,7960862000.0,0.0,0.0,0.0,0.0,0.0
33,7573.0,1027417340.0,8603030000.0,0.0,1915323600.0,2005.6666,0.0,25553.666
34,7848.0,1039037000.0,11006557000.0,0.0,2054717300.0,2123.0,0.0,31454.666
35,8141.0,1049362200.0,10502648000.0,0.0,1947720100.0,2004.6666,0.0,32900.332
36,8304.0,1056157000.0,9681012000.0,0.0,2100590300.0,2163.6667,0.0,35999.0
37,8575.0,1085731300.0,9493950000.0,12.0,771000200.0,856.6667,61027.668,10341.667
38,6401.0,1118093800.0,10152979000.0,14.666667,242700130.0,457.33334,75221.664,0.0
39,6567.0,1124734500.0,9238897000.0,0.0,0.0,0.0,0.0,0.0
40,6844.0,1133267200.0,9628943000.0,0.0,0.0,0.0,0.0,0.0
41,7135.0,1140611800.0,8790351000.0,0.0,0.0,0.0,0.0,0.0
42,7291.0,1167481300.0,10391216000.0,0.0,0.0,0.0,0.0,0.0
43,7574.0,1179164700.0,10003341000.0,0.0,1919690000.0,1958.3334,0.0,21135.334
44,7867.0,1190440700.0,9389800000.0,0.0,1818671400.0,1922.0,0.0,21515.666
45,8022.0,1201098200.0,10285318000.0,0.0,2094733400.0,2144.3333,0.0,28705.0
46,8304.0,1211045100.0,9751086000.0,0.0,1915813500.0,1988.3334,0.0,25587.666
47,8595.0,1235369200.0,11415722000.0,5.0,1439474000.0,1501.6666,20636.0,19765.666
48,8765.0,1254311000.0,10759694000.0,19.0,314177100.0,710.0,84175.336,0.0
49,6571.0,1279392800.0,11201579000.0,2.6666667,46419344.0,58.0,11898.0,0.0
50,6861.0,1285957200.0,11578094000.0,0.0,0.0,0.0,0.0,0.0
51,6861.0,1285957200.0,11578094000.0,0.0,0.0,0.0,0.0,0.0
52,7295.0,1322469900.0,10893063000.0,0.0,0.0,0.0,0.0,0.0
53,7587.0,1332616400.0,10374775000.0,0.0,1923077600.0,2035.6666,0.0,25910.0
54,7751.0,1339967900.0,11342511000.0,0.0,2146757100.0,2222.0,0.0,30485.666
55,8025.0,1352882600.0,8194201000.0,0.0,1673208300.0,1739.0,0.0,22705.334
56,8273.0,1364721500.0,8545932300.0,0.0,1762382300.0,1986.6666,0.0,23317.666
57,8444.0,1387408600.0,9286888000.0,2.6666667,1656819000.0,1856.6666,12344.333,22519.666
58,8719.0,1412327300.0,8719207000.0,19.333334,329620960.0,617.0,90539.336,0.0
59,6661.0,1436398300.0,9190170000.0,4.6666665,90206840.0,109.666664,22054.666,0.0
60,6826.0,1438760300.0,9538620000.0,0.0,0.0,0.0,0.0,0.0
61,7095.0,1445451800.0,9899887000.0,0.0,0.0,0.0,0.0,0.0
62,7386.0,1475846500.0,10219284000.0,0.0,0.0,0.0,0.0,0.0
63,7541.0,1486127600.0,9569042000.0,0.0,2182706400.0,2268.3333,0.0,25739.666
64,7803.0,1495741700.0,5703384600.0,0.0,1735892400.0,2049.0,0.0,20941.0
65,8098.0,1508740500.0,6612670500.0,0.0,1642274400.0,1681.6666,0.0,21839.0
66,8265.0,1517915000.0,7495489000.0,0.0,2251736800.0,2313.6667,0.0,25242.0
67,8542.0,1529542100.0,5272455000.0,0.0,1303790500.0,1317.0,0.0,17471.334
68,8841.0,1557989400.0,5989390000.0,14.666667,305601020.0,695.0,61955.668,1205.0
69,6547.0,1589017000.0,6561654000.0,12.0,198759790.0,533.3333,50482.332,0.0
70,6822.0,1596717700.0,6926333000.0,0.0,0.0,0.0,0.0,0.0
71,7114.0,1603726100.0,7321916400.0,0.0,0.0,0.0,0.0,0.0
72,7276.0,1630037500.0,8896660000.0,0.0,0.0,0.0,0.0,0.0
73,7552.0,1637907100.0,8340481000.0,0.0,2189914600.0,2297.3333,0.0,26281.0
74,7847.0,1649468200.0,7580991000.0,0.0,1741737300.0,1814.3334,0.0,22670.334
75,8009.0,1661382700.0,8332812300.0,0.0,1622248000.0,1664.6666,0.0,21227.0
76,8283.0,1670595700.0,9043756000.0,0.0,2545349000.0,2599.0,0.0,36630.332
77,8572.0,285733820.0,7733704700.0,5.0,1037370240.0,1098.3334,24385.334,15120.0
78,6258.0,328365380.0,8493786000.0,21.666666,354908900.0,475.0,97543.336,0.0
79,6531.0,329786200.0,8897823000.0,0.0,0.0,0.0,0.0,0.0
80,6794.0,337382850.0,9249564000.0,0.0,0.0,0.0,0.0,0.0
81,6992.0,345265180.0,9593706000.0,0.0,0.0,0.0,0.0,0.0
82,7261.0,376754180.0,8327060000.0,0.0,0.0,0.0,0.0,0.0
83,7524.0,381458340.0,9131542000.0,0.0,1874070700.0,1975.0,0.0,19775.0
84,7723.0,392587260.0,9841829000.0,0.0,2001929600.0,2070.3333,0.0,24056.0
85,7995.0,405215900.0,9456817000.0,0.0,1943816400.0,1985.6666,0.0,26431.666
86,8290.0,411149700.0,9038030000.0,0.0,2284744700.0,2348.6667,0.0,27095.0
87,8456.0,433863070.0,9706183000.0,2.0,1271120600.0,1312.0,5736.6665,15949.0
88,6290.0,479565950.0,10564024000.0,24.666666,394060700.0,538.6667,107570.0,0.0
89,6581.0,488694460.0,8333168600.0,0.0,0.0,0.0,0.0,0.0
90,6749.0,490462620.0,8695888000.0,0.0,0.0,0.0,0.0,0.0
91,7022.0,498167300.0,9073177000.0,0.0,0.0,0.0,0.0,0.0
92,7316.0,528668100.0,9341478000.0,0.0,0.0,0.0,0.0,0.0
93,7479.0,537489660.0,8845795000.0,0.0,1904222800.0,1944.3334,0.0,25321.666
94,7756.0,545067500.0,9841719000.0,0.0,2358893300.0,2461.3333,0.0,31367.334
95,8049.0,556507460.0,9300286000.0,0.0,1430430100.0,1463.0,0.0,21819.0
96,8214.0,569171500.0,8559908000.0,0.0,2379624700.0,2440.6667,0.0,33510.0
97,8489.0,590356500.0,9914646000.0,9.0,982808770.0,1064.0,40752.332,14271.0
98,6444.0,627385340.0,9242593000.0,17.666666,316461950.0,570.6667,85536.664,0.0
99,6612.0,635164300.0,9582848000.0,0.0,0.0,0.0,0.0,0.0
100,6886.0,643143360.0,9985354000.0,0.0,0.0,0.0,0.0,0.0
101,7177.0,647771970.0,10341436000.0,0.0,0.0,0.0,0.0,0.0
102,7333.0,680778750.0,9283797000.0,0.0,0.0,0.0,0.0,0.0
103,7619.0,690307460.0,11603220000.0,0.0,1942786400.0,2077.3333,0.0,27075.0
104,7918.0,696165440.0,10969783000.0,0.0,1861606700.0,1916.0,0.0,27416.334
105,8065.0,706643500.0,10488447000.0,0.0,1570348400.0,1630.3334,0.0,25065.334
106,8354.0,719968300.0,9843484000.0,0.0,2653181000.0,2715.6667,0.0,46594.0
107,8651.0,745229000.0,11391265000.0,5.3333335,1087006600.0,1133.0,28566.0,17174.0
108,6333.0,778237100.0,10838465000.0,21.333334,360361400.0,464.66666,114758.664,0.0
