,driver_BlockManager_memory_memUsed_MB_value,driver_jvm_heap_used_value,avg_jvm_heap_used_value,avg_executor_filesystem_hdfs_write_ops_value_1_diff,avg_executor_cpuTime_count_1_diff,avg_executor_runTime_count_1_diff,avg_executor_shuffleRecordsRead_count_1_diff,avg_executor_shuffleRecordsWritten_count_1_diff
0,329.0,447527170.0,1473266700.0,0.0,0.0,0.0,0.0,0.0
1,346.0,529728960.0,1843352000.0,3.5,228486020.0,305.5,29427.0,102000.0
2,291.0,557181200.0,1622372600.0,40.5,532477900.0,720.0,119881.0,60000.0
3,306.0,564702900.0,1648683900.0,0.0,0.0,0.0,0.0,0.0
4,321.0,574322600.0,1677601000.0,0.0,0.0,0.0,0.0,0.0
5,329.0,581212160.0,1706096000.0,0.0,0.0,0.0,0.0,0.0
6,347.0,643051260.0,1251025700.0,3.0,218433020.0,288.0,23910.5,102000.0
7,362.0,650579400.0,1089909500.0,20.0,590342000.0,678.0,140408.5,132000.0
8,369.0,657906900.0,1114933000.0,0.0,0.0,0.0,0.0,0.0
9,385.0,667683800.0,1134069400.0,0.0,0.0,0.0,0.0,0.0
10,400.0,675577660.0,1160391300.0,0.0,0.0,0.0,0.0,0.0
11,410.0,748080060.0,1530363600.0,2.0,267109980.0,349.5,12721.5,135000.0
12,425.0,778220800.0,1956586900.0,42.0,494232300.0,695.5,136334.5,24000.0
13,441.0,786212500.0,1986387000.0,0.0,0.0,0.0,0.0,0.0
14,448.0,795766900.0,1164604500.0,0.0,0.0,0.0,0.0,0.0
15,464.0,803973000.0,1188734100.0,0.0,0.0,0.0,0.0,0.0
16,481.0,857870200.0,1471355600.0,0.0,121022020.0,219.5,0.0,72000.0
17,489.0,874187000.0,1329449200.0,22.0,606595140.0,943.0,149504.0,105000.0
18,504.0,882428350.0,1348904400.0,0.0,0.0,0.0,0.0,0.0
19,519.0,890265500.0,1382869000.0,0.0,0.0,0.0,0.0,0.0
20,527.0,900365250.0,1405559900.0,0.0,0.0,0.0,0.0,0.0
21,544.0,959292700.0,1752727900.0,1.5,142980000.0,274.5,2562.5,78000.0
22,298.0,345229440.0,1448378800.0,35.5,648695740.0,852.5,159379.0,135000.0
23,306.0,352179000.0,1494982700.0,8.0,11150372.0,41.5,0.0,0.0
24,321.0,362533300.0,1519886200.0,0.0,0.0,0.0,0.0,0.0
25,336.0,370146900.0,1549477500.0,0.0,0.0,0.0,0.0,0.0
26,346.0,427982240.0,1234043500.0,3.5,186030780.0,284.5,21244.5,81000.0
27,291.0,451009730.0,1678665900.0,19.5,523776060.0,632.5,123805.0,105000.0
28,306.0,459248860.0,1708988300.0,0.0,0.0,0.0,0.0,0.0
29,314.0,466261250.0,1733572600.0,0.0,0.0,0.0,0.0,0.0
30,329.0,476869700.0,1752247700.0,0.0,0.0,0.0,0.0,0.0
31,346.0,546422800.0,2101974700.0,2.0,207422530.0,316.0,13010.5,105000.0
32,291.0,586593500.0,1634944600.0,42.0,569619260.0,779.5,137165.5,60000.0
33,306.0,594943550.0,1654426100.0,0.0,0.0,0.0,0.0,0.0
34,321.0,603370300.0,1679762000.0,0.0,0.0,0.0,0.0,0.0
35,329.0,612583900.0,1706013000.0,0.0,0.0,0.0,0.0,0.0
36,347.0,670450370.0,1466319400.0,2.5,219680930.0,297.5,24010.0,123000.0
37,299.0,695258000.0,1963966300.0,19.5,592205630.0,661.0,144748.5,96000.0
38,306.0,702555700.0,1992222700.0,0.0,0.0,0.0,0.0,0.0
39,322.0,710500540.0,2011933700.0,0.0,0.0,0.0,0.0,0.0
40,337.0,721080400.0,2040636400.0,0.0,0.0,0.0,0.0,0.0
41,346.0,774111170.0,1482033300.0,2.5,151276100.0,260.0,13049.5,69000.0
42,291.0,830434200.0,1278707500.0,41.0,603328900.0,811.0,136393.0,102000.0
43,306.0,838710800.0,1309777800.0,0.0,0.0,0.0,0.0,0.0
44,314.0,848553860.0,1338692000.0,0.0,0.0,0.0,0.0,0.0
45,329.0,855932540.0,1360974000.0,0.0,0.0,0.0,0.0,0.0
46,284.0,922970940.0,1760497200.0,4.0,209848110.0,289.0,29277.5,78000.0
47,291.0,931407500.0,2165216500.0,18.0,540459500.0,643.5,119507.5,90000.0
48,307.0,939652000.0,2184353800.0,0.0,0.0,0.0,0.0,0.0
49,322.0,950013000.0,1271746600.0,0.0,0.0,0.0,0.0,0.0
50,329.0,957052860.0,1295692200.0,0.0,0.0,0.0,0.0,0.0
51,347.0,331429100.0,1655909000.0,1.0,230187360.0,323.0,3107.0,129000.0
52,298.0,391223100.0,1515663400.0,43.0,640879800.0,860.0,163501.0,66000.0
53,306.0,398973980.0,1543331100.0,0.0,0.0,0.0,0.0,0.0
54,321.0,407474240.0,1570253000.0,0.0,0.0,0.0,0.0,0.0
55,336.0,415525020.0,1598897700.0,0.0,0.0,0.0,0.0,0.0
56,346.0,473409700.0,1123344800.0,2.5,231878200.0,277.0,20862.5,123000.0
57,291.0,494138800.0,1573471000.0,20.5,523029600.0,643.5,120450.5,105000.0
58,306.0,502271840.0,1601917600.0,0.0,0.0,0.0,0.0,0.0
59,314.0,509680600.0,1627291300.0,0.0,0.0,0.0,0.0,0.0
60,314.0,509680600.0,1627291300.0,0.0,0.0,0.0,0.0,0.0
61,347.0,594232800.0,1328696200.0,4.0,183804880.0,270.5,28984.5,69000.0
62,354.0,617336700.0,1836960100.0,40.0,570470460.0,781.0,119158.5,123000.0
63,369.0,625685570.0,1859416700.0,0.0,0.0,0.0,0.0,0.0
64,385.0,633871100.0,1884535000.0,0.0,0.0,0.0,0.0,0.0
65,392.0,641445600.0,1910960300.0,0.0,0.0,0.0,0.0,0.0
66,283.0,719105700.0,1391274000.0,4.0,223842030.0,288.5,32516.0,84000.0
67,298.0,727015600.0,1164671400.0,18.0,582256000.0,670.0,133590.0,114000.0
68,306.0,734582460.0,1188597200.0,0.0,0.0,0.0,0.0,0.0
69,321.0,743328200.0,1215264300.0,0.0,0.0,0.0,0.0,0.0
70,336.0,751617200.0,1244477300.0,0.0,0.0,0.0,0.0,0.0
71,346.0,821868700.0,1591309700.0,2.5,199941140.0,269.0,13085.5,99000.0
72,291.0,863151700.0,2131663000.0,41.5,611349000.0,809.0,134288.0,93000.0
73,306.0,871819700.0,2165406500.0,0.0,0.0,0.0,0.0,0.0
74,314.0,879339800.0,2192951000.0,0.0,0.0,0.0,0.0,0.0
75,329.0,888296100.0,2218556400.0,0.0,0.0,0.0,0.0,0.0
76,345.0,440380740.0,1608036700.0,2.0,181563280.0,269.5,13031.0,96000.0
77,353.0,986995300.0,1411742700.0,20.0,598573600.0,723.0,134889.5,123000.0
78,368.0,995919550.0,1437219700.0,0.0,0.0,0.0,0.0,0.0
79,383.0,1004147500.0,1469516000.0,0.0,0.0,0.0,0.0,0.0
