,driver_BlockManager_memory_memUsed_MB_value,driver_jvm_heap_used_value,avg_jvm_heap_used_value,avg_executor_filesystem_hdfs_write_ops_value_1_diff,avg_executor_cpuTime_count_1_diff,avg_executor_runTime_count_1_diff,avg_executor_shuffleRecordsRead_count_1_diff,avg_executor_shuffleRecordsWritten_count_1_diff
0,1117.0,1144258000.0,6351874000.0,0.0,0.0,0.0,0.0,0.0
1,1143.0,1150810900.0,6366650400.0,0.0,0.0,0.0,0.0,0.0
2,1168.0,1159724000.0,6374746600.0,0.0,0.0,0.0,0.0,0.0
3,1181.0,1168597000.0,6389794300.0,0.0,0.0,0.0,0.0,0.0
4,1206.0,1193553500.0,7062891500.0,0.0,93852140.0,94.5,0.0,2552.5
5,1130.0,1247932000.0,7855372000.0,32.0,731958100.0,836.0,15818.5,13189.5
6,1142.0,1256636700.0,7863471600.0,0.0,0.0,0.0,0.0,0.0
7,1168.0,1263223600.0,7878173700.0,0.0,0.0,0.0,0.0,0.0
8,1193.0,1272284000.0,7886253000.0,0.0,0.0,0.0,0.0,0.0
9,1206.0,1299117300.0,2694303000.0,3.0,318729470.0,348.0,1743.5,7911.5
10,1232.0,1339922200.0,3314499300.0,29.0,528990080.0,713.0,17243.5,7763.0
11,1257.0,1349133000.0,3329291000.0,0.0,0.0,0.0,0.0,0.0
12,1270.0,1358189000.0,3337414000.0,0.0,0.0,0.0,0.0,0.0
13,1296.0,1367411800.0,3352121600.0,0.0,0.0,0.0,0.0,0.0
14,1321.0,1397557900.0,3643773200.0,3.0,573145600.0,595.5,1574.0,15982.0
15,1334.0,1440849000.0,4067312400.0,29.0,211314580.0,310.5,15454.0,0.0
16,1360.0,1450145500.0,4082130000.0,0.0,0.0,0.0,0.0,0.0
17,1385.0,1457110700.0,4090177800.0,0.0,0.0,0.0,0.0,0.0
18,1398.0,1466219800.0,4104904000.0,0.0,0.0,0.0,0.0,0.0
