,driver_BlockManager_memory_memUsed_MB_value,driver_jvm_heap_used_value,avg_jvm_heap_used_value,avg_executor_filesystem_hdfs_write_ops_value_1_diff,avg_executor_cpuTime_count_1_diff,avg_executor_runTime_count_1_diff,avg_executor_shuffleRecordsRead_count_1_diff,avg_executor_shuffleRecordsWritten_count_1_diff
0,2226.0,371553340.0,6131764700.0,0.0,725091840.0,757.5,0.0,7891.5
1,2409.0,390464770.0,4601122000.0,0.0,725091840.0,757.5,0.0,7891.5
2,2644.0,392394620.0,4062148400.0,0.0,1394783100.0,1423.5,0.0,14981.5
3,2854.0,399123650.0,7185096700.0,0.0,2373419000.0,2426.0,0.0,35292.5
4,1959.0,477494880.0,5837733000.0,27.0,475150340.0,597.0,62708.0,4026.5
5,2214.0,478539500.0,6156889600.0,0.0,0.0,0.0,0.0,0.0
6,2494.0,498149060.0,6652895700.0,0.0,612664400.0,656.5,0.0,6964.0
7,2646.0,503922880.0,4649606700.0,0.0,1388770700.0,1430.5,0.0,15708.0
8,2914.0,505122980.0,3898371300.0,0.0,2317136600.0,2518.0,0.0,29569.5
9,3191.0,544039300.0,4707065300.0,27.0,665270200.0,972.5,57937.5,9721.5
10,2171.0,551385860.0,4927550500.0,0.0,0.0,0.0,0.0,0.0
11,2371.0,573214900.0,5310049000.0,0.0,701206200.0,744.0,0.0,7860.0
12,2645.0,583546000.0,5149084000.0,0.0,1355912400.0,1391.0,0.0,16419.5
13,2851.0,591571800.0,2631547000.0,0.0,1695281800.0,1716.5,0.0,27793.0
14,1928.0,629238460.0,4328479000.0,32.0,1006368960.0,1537.5,72745.0,11567.0
15,2216.0,634104060.0,4643622000.0,0.0,0.0,0.0,0.0,0.0
16,2369.0,652251900.0,2906798600.0,0.0,728933440.0,773.5,0.0,8496.0
17,2644.0,659542200.0,4465424400.0,0.0,2085640000.0,2159.0,0.0,28995.5
18,2922.0,667562700.0,4864141000.0,0.0,1522949200.0,1539.5,0.0,22572.0
19,1979.0,713702400.0,5443120600.0,28.0,183715180.0,285.0,66721.0,0.0
