,driver_BlockManager_memory_memUsed_MB_value,driver_jvm_heap_used_value,avg_jvm_heap_used_value,avg_executor_filesystem_hdfs_write_ops_value_1_diff,avg_executor_cpuTime_count_1_diff,avg_executor_runTime_count_1_diff,avg_executor_shuffleRecordsRead_count_1_diff,avg_executor_shuffleRecordsWritten_count_1_diff
0,11733.0,1073652540.0,9533363000.0,0.0,0.0,0.0,0.0,0.0
1,12034.0,1079726600.0,8661992000.0,0.0,0.0,0.0,0.0,0.0
2,12336.0,1111098000.0,7457593000.0,0.0,0.0,0.0,0.0,0.0
3,12493.0,1115843800.0,8364765000.0,0.0,1461141000.0,1484.6666,0.0,16733.0
4,12785.0,1125566600.0,7878083000.0,0.0,2316288000.0,2389.0,0.0,27624.666
5,13061.0,1133062400.0,8862013000.0,0.0,1978687600.0,2326.3333,0.0,25331.334
6,13227.0,1144488200.0,8703300000.0,0.0,1584351000.0,1649.6666,0.0,20769.0
7,13536.0,1162835100.0,7444512300.0,6.3333335,1469439600.0,1557.0,24233.334,18625.666
8,13815.0,1191688600.0,8213784000.0,19.666666,492605900.0,660.0,82173.0,0.0
9,11423.0,269563300.0,8649540000.0,0.6666667,13946537.0,17.333334,2677.3333,0.0
10,11715.0,276959870.0,9015591000.0,0.0,0.0,0.0,0.0,0.0
11,11971.0,278937950.0,9288899000.0,0.0,0.0,0.0,0.0,0.0
12,12110.0,313402180.0,6834848300.0,0.0,0.0,0.0,0.0,0.0
13,12391.0,323395140.0,10697385000.0,0.0,1507300500.0,1591.6666,0.0,17161.334
14,12618.0,323395170.0,8282730500.0,0.0,2257951700.0,2707.3333,0.0,29521.0
15,12783.0,333123970.0,7944343000.0,0.0,1635458700.0,1671.3334,0.0,20713.334
16,13072.0,337393540.0,7659861500.0,0.0,2064117000.0,2132.0,0.0,28425.334
17,13335.0,365862560.0,7921860000.0,8.0,1358278700.0,1439.6666,33742.668,17855.0
18,13491.0,382561180.0,8631595000.0,14.666667,338125400.0,573.6667,60026.0,0.0
19,11388.0,416726560.0,7698229000.0,4.0,111010840.0,298.0,19907.334,0.0
20,11677.0,421369540.0,8015763000.0,0.0,0.0,0.0,0.0,0.0
21,11831.0,428462850.0,8414103600.0,0.0,0.0,0.0,0.0,0.0
22,12106.0,460994100.0,8568108000.0,0.0,0.0,0.0,0.0,0.0
23,12333.0,468519940.0,8128471600.0,0.0,1469606100.0,1532.0,0.0,18232.0
24,12557.0,475565000.0,9052051000.0,0.0,2799453400.0,2896.6667,0.0,40370.332
25,12832.0,485300640.0,8737328000.0,0.0,1330777500.0,1388.6666,0.0,17400.334
26,13119.0,492016130.0,8335157000.0,0.0,2521898200.0,2578.6667,0.0,34854.332
27,13276.0,524759500.0,9438036000.0,14.666667,691023360.0,791.3333,64586.332,6221.0
28,11172.0,561460540.0,10078636000.0,12.0,287669500.0,356.0,52491.668,0.0
29,11457.0,568869440.0,10382215000.0,0.0,0.0,0.0,0.0,0.0
30,11611.0,571536100.0,10798676000.0,0.0,0.0,0.0,0.0,0.0
31,11908.0,578736300.0,7276991000.0,0.0,0.0,0.0,0.0,0.0
32,12222.0,612697660.0,8751302000.0,0.0,0.0,0.0,0.0,0.0
33,12385.0,618183300.0,7086520300.0,0.0,1780095000.0,1813.3334,0.0,23918.334
34,12683.0,625494200.0,8108013000.0,0.0,2004215400.0,2226.6667,0.0,30193.666
35,12984.0,633132300.0,9166806000.0,0.0,2178955800.0,2273.3333,0.0,29970.0
36,13142.0,644977540.0,8595088000.0,0.0,1702357400.0,1773.3334,0.0,21364.0
37,13428.0,677431940.0,8199764000.0,12.0,997680400.0,1114.0,52447.332,11412.0
38,13695.0,696471800.0,8835937000.0,14.666667,363043550.0,484.33334,64410.668,0.0
39,11449.0,715622900.0,9248837000.0,0.0,0.0,0.0,0.0,0.0
40,11735.0,726389700.0,9597135000.0,0.0,0.0,0.0,0.0,0.0
41,12028.0,732016900.0,9946897000.0,0.0,0.0,0.0,0.0,0.0
42,12175.0,759083800.0,7367716000.0,0.0,0.0,0.0,0.0,0.0
43,12472.0,766991100.0,9777717000.0,0.0,1459687200.0,1588.3334,0.0,18759.666
44,12742.0,776117600.0,8958916000.0,0.0,1848516000.0,1898.6666,0.0,26285.666
45,12902.0,786940540.0,8752546000.0,0.0,1961382000.0,2287.0,0.0,33136.332
46,13198.0,793788000.0,8479378400.0,0.0,2340030000.0,2421.3333,0.0,33562.332
47,13502.0,827990800.0,9146473000.0,5.0,1396391000.0,1446.3334,24127.0,25819.334
48,13663.0,837686100.0,8622548000.0,16.0,383351200.0,622.0,82445.0,0.0
49,11531.0,877680600.0,9095221000.0,5.6666665,141314290.0,323.66666,30991.334,0.0
50,11831.0,883215500.0,8236787000.0,0.0,0.0,0.0,0.0,0.0
51,11990.0,888063500.0,7267772000.0,0.0,0.0,0.0,0.0,0.0
52,12277.0,911969540.0,8794417000.0,0.0,0.0,0.0,0.0,0.0
53,12506.0,921453800.0,6637402000.0,0.0,1614568300.0,1649.3334,0.0,22082.0
54,12666.0,929783900.0,8938477000.0,0.0,2052537900.0,2492.0,0.0,30165.334
55,12968.0,938878600.0,8441503000.0,0.0,1914176100.0,1965.3334,0.0,24178.666
56,13264.0,950674940.0,8212319700.0,0.0,1686210600.0,1755.0,0.0,23386.666
57,13418.0,972388860.0,8912830000.0,4.0,1751256400.0,1837.3334,19266.334,27752.0
58,13700.0,1000457340.0,9602187000.0,14.666667,348555900.0,611.0,69763.0,0.0
59,13992.0,1012271740.0,8711429000.0,8.0,185703800.0,515.3333,38535.332,0.0
60,11669.0,1032306700.0,6473441000.0,0.0,0.0,0.0,0.0,0.0
61,11956.0,1038860500.0,6851093000.0,0.0,0.0,0.0,0.0,0.0
62,12256.0,1071773440.0,8350615000.0,0.0,0.0,0.0,0.0,0.0
63,12420.0,1073720500.0,7858856000.0,0.0,1906580600.0,1951.3334,0.0,24113.334
64,12704.0,1088375900.0,7201065000.0,0.0,2099656800.0,2137.6667,0.0,29077.334
65,12964.0,1093248800.0,9369304000.0,0.0,1829794000.0,1935.3334,0.0,23895.0
66,13152.0,1104869600.0,8711461000.0,0.0,1733961000.0,1786.0,0.0,22393.666
67,13451.0,1132416100.0,8446724600.0,12.666667,1331256400.0,1454.3334,53058.668,13004.333
68,11353.0,1169283000.0,9114582000.0,14.0,329073060.0,420.33334,59425.0,0.0
69,11513.0,1176383500.0,9526937000.0,0.0,0.0,0.0,0.0,0.0
70,11513.0,1176383500.0,9526937000.0,0.0,0.0,0.0,0.0,0.0
71,12107.0,1184627800.0,10248762000.0,0.0,0.0,0.0,0.0,0.0
72,12271.0,1215392300.0,7593664500.0,0.0,0.0,0.0,0.0,0.0
73,12558.0,1222915300.0,11360901000.0,0.0,1657664800.0,1764.3334,0.0,19622.334
74,12861.0,1234090000.0,10701598000.0,0.0,2430059800.0,2501.0,0.0,33860.332
75,13014.0,1240377100.0,10470315000.0,0.0,1362047200.0,1433.6666,0.0,19995.0
76,13295.0,1250208000.0,10080420000.0,0.0,2289725000.0,2345.0,0.0,32003.666
77,13588.0,1278457100.0,9016662000.0,9.0,1393860700.0,1498.6666,41113.668,20757.334
78,13747.0,1305438300.0,9797655000.0,17.666666,419523330.0,544.6667,85125.0,0.0
79,11665.0,1322101200.0,10138058000.0,0.0,0.0,0.0,0.0,0.0
80,11953.0,1328647700.0,10485685000.0,0.0,0.0,0.0,0.0,0.0
81,12114.0,1335175400.0,10891693000.0,0.0,0.0,0.0,0.0,0.0
82,12391.0,1368732500.0,9750952000.0,0.0,0.0,0.0,0.0,0.0
83,12689.0,1372315000.0,10803447000.0,0.0,1605956700.0,1662.6666,0.0,22053.334
84,12749.0,1381561000.0,8128673300.0,0.0,1761550500.0,1882.3334,0.0,23847.0
85,13095.0,1389979900.0,7687360500.0,0.0,1999563800.0,2527.0,0.0,27142.0
86,13387.0,1396845400.0,8631066000.0,0.0,1867854100.0,1919.0,0.0,23438.666
87,13543.0,1408611800.0,8425639400.0,0.6666667,1981695600.0,2015.0,0.0,27498.0
88,13833.0,1433665300.0,7831410000.0,14.0,341917200.0,677.0,67603.664,0.0
89,14131.0,1455839000.0,8428656600.0,12.0,264514560.0,631.6667,56375.332,0.0
90,11773.0,1486146700.0,7507995600.0,0.0,0.0,0.0,0.0,0.0
91,12058.0,1491401300.0,7861644000.0,0.0,0.0,0.0,0.0,0.0
92,12345.0,1518413700.0,7894262000.0,0.0,46928410.0,47.0,0.0,897.0
93,12501.0,1530389900.0,9090430000.0,0.0,1427119200.0,1479.0,0.0,16849.0
94,12791.0,1536680300.0,8552169000.0,0.0,2567736300.0,2683.0,0.0,34435.668
95,13059.0,1547851400.0,6547479600.0,0.0,1379417600.0,1406.6666,0.0,17311.0
96,13218.0,1551693200.0,7261545500.0,0.0,2353008400.0,2723.0,0.0,31322.334
97,13511.0,1582815900.0,7021133000.0,14.666667,855756000.0,944.6667,60587.332,10648.667
98,11253.0,1623066100.0,7562191000.0,12.0,270147620.0,326.66666,50876.332,0.0
99,11393.0,1629416600.0,7926594600.0,0.0,0.0,0.0,0.0,0.0
100,11656.0,1631008000.0,8283812000.0,0.0,0.0,0.0,0.0,0.0
101,11960.0,1638782500.0,8627369000.0,0.0,0.0,0.0,0.0,0.0
102,12118.0,243538160.0,8819458000.0,0.0,0.0,0.0,0.0,0.0
103,12402.0,286214530.0,8407167000.0,0.0,1806735600.0,1871.0,0.0,22362.666
104,12695.0,293220130.0,7857292300.0,0.0,2293019000.0,2389.0,0.0,35441.0
105,12844.0,304362800.0,7548606500.0,0.0,1395457700.0,1420.0,0.0,18595.666
106,13122.0,312189660.0,7326787600.0,0.0,2340918800.0,2397.0,0.0,34795.332
107,13405.0,345258500.0,8479901700.0,13.333333,1049392450.0,1167.0,63079.332,15932.0
108,13546.0,369787550.0,7722180000.0,13.333333,296805470.0,525.3333,64047.332,0.0
109,11507.0,383829060.0,8091819500.0,0.0,0.0,0.0,0.0,0.0
110,11808.0,387937280.0,8433724000.0,0.0,0.0,0.0,0.0,0.0
111,11966.0,393900300.0,8849651000.0,0.0,0.0,0.0,0.0,0.0
112,12255.0,424293800.0,9063674000.0,0.0,0.0,0.0,0.0,0.0
113,12514.0,433030530.0,9012388000.0,0.0,1932721800.0,2037.6666,0.0,24399.0
114,12663.0,446240260.0,8638767000.0,0.0,2211253500.0,2273.3333,0.0,35009.668
115,12951.0,456774340.0,8390029000.0,0.0,1671446100.0,1726.6666,0.0,23120.666
116,13248.0,470114140.0,8030558700.0,0.0,2034267300.0,2082.0,0.0,29378.0
117,13407.0,496394080.0,9287687000.0,13.333333,1073111040.0,1229.6666,63768.0,15736.667
118,11155.0,528010560.0,8545822700.0,13.333333,298965400.0,403.66666,63876.0,0.0
119,11453.0,538448450.0,8888343000.0,0.0,0.0,0.0,0.0,0.0
120,11609.0,545422900.0,9293252000.0,0.0,0.0,0.0,0.0,0.0
121,11892.0,549047360.0,9640079000.0,0.0,0.0,0.0,0.0,0.0
122,12150.0,585647700.0,9869554000.0,0.0,0.0,0.0,0.0,0.0
123,12336.0,594718140.0,11127750000.0,0.0,2019462300.0,2128.0,0.0,26719.0
124,12622.0,598525800.0,10680674000.0,0.0,2163882200.0,2243.3333,0.0,42840.668
125,12913.0,610067700.0,10379096000.0,0.0,1635559800.0,1693.3334,0.0,20969.666
126,13068.0,618076300.0,9752976000.0,0.0,2006912000.0,2054.0,0.0,31177.0
127,13352.0,644543360.0,10645619000.0,11.333333,846223740.0,1059.6666,56563.668,12740.667
