,driver_BlockManager_memory_memUsed_MB_value,driver_jvm_heap_used_value,avg_jvm_heap_used_value,avg_executor_filesystem_hdfs_write_ops_value_1_diff,avg_executor_cpuTime_count_1_diff,avg_executor_runTime_count_1_diff,avg_executor_shuffleRecordsRead_count_1_diff,avg_executor_shuffleRecordsWritten_count_1_diff
0,5213.0,727374600.0,5501361700.0,0.0,659158800.0,707.5,0.0,5755.5
1,5340.0,756550500.0,5613052000.0,0.0,659158800.0,707.5,0.0,5755.5
2,5467.0,760863400.0,5187002400.0,0.0,1623355400.0,1697.0,0.0,14270.5
3,5532.0,793458300.0,6020116500.0,14.0,795443700.0,864.5,15738.0,6178.0
4,4575.0,814279740.0,6463226400.0,14.0,148804240.0,247.5,15667.0,0.0
5,4703.0,817615360.0,6690795500.0,0.0,0.0,0.0,0.0,0.0
6,4766.0,820792260.0,6882642400.0,0.0,0.0,0.0,0.0,0.0
7,4893.0,825251700.0,7117979600.0,0.0,0.0,0.0,0.0,0.0
8,5019.0,828514300.0,5606705000.0,0.0,0.0,0.0,0.0,0.0
9,5083.0,831849900.0,3536717300.0,0.0,0.0,0.0,0.0,0.0
10,5210.0,838063600.0,3764708900.0,0.0,0.0,0.0,0.0,0.0
11,5337.0,865427100.0,3925097000.0,0.0,674623000.0,676.0,0.0,5716.5
12,5400.0,875644700.0,5910194000.0,0.0,1558411800.0,1617.0,0.0,13742.5
13,5528.0,914297100.0,6461410000.0,20.0,2108183300.0,2330.0,24727.5,18293.0
14,4574.0,925877800.0,6795012600.0,8.0,82623540.0,115.5,9635.0,0.0
15,4637.0,931463700.0,5192504000.0,0.0,0.0,0.0,0.0,0.0
16,4762.0,937106300.0,5457270000.0,0.0,0.0,0.0,0.0,0.0
17,4888.0,943207700.0,5654788000.0,0.0,0.0,0.0,0.0,0.0
18,4951.0,949224060.0,5866666500.0,0.0,0.0,0.0,0.0,0.0
19,5079.0,952624830.0,6137962000.0,0.0,0.0,0.0,0.0,0.0
20,5206.0,955013500.0,6343530500.0,0.0,0.0,0.0,0.0,0.0
21,5269.0,980720500.0,6311471000.0,0.0,0.0,0.0,0.0,0.0
22,5396.0,987503360.0,5028323000.0,0.0,2290114000.0,2401.5,0.0,28321.5
23,5525.0,1023324300.0,6540925400.0,8.0,2703530000.0,2896.5,13431.0,31613.0
24,4570.0,1042577700.0,7028344000.0,20.0,219303650.0,498.5,33982.0,0.0
25,4697.0,1044901300.0,7224959000.0,0.0,0.0,0.0,0.0,0.0
26,4823.0,1051193100.0,7427155500.0,0.0,0.0,0.0,0.0,0.0
27,4886.0,1054529000.0,5737182000.0,0.0,0.0,0.0,0.0,0.0
28,5011.0,1057962560.0,5936438300.0,0.0,0.0,0.0,0.0,0.0
29,5136.0,1066011700.0,6139938000.0,0.0,0.0,0.0,0.0,0.0
30,5200.0,1071261600.0,6320125000.0,0.0,0.0,0.0,0.0,0.0
31,5326.0,1097910300.0,6222936600.0,0.0,683365600.0,685.0,0.0,6238.5
32,5454.0,1103187300.0,6573547000.0,0.0,1622228400.0,1707.5,0.0,24342.5
33,5519.0,1142404700.0,5720165400.0,8.0,1032819600.0,1123.5,11713.5,10364.5
34,4564.0,1163365400.0,6158908400.0,20.0,249547000.0,532.0,30124.0,0.0
35,4691.0,1167667200.0,6392832500.0,0.0,0.0,0.0,0.0,0.0
36,4754.0,1172112400.0,6567623000.0,0.0,0.0,0.0,0.0,0.0
37,4882.0,1177456100.0,6812556000.0,0.0,0.0,0.0,0.0,0.0
38,5008.0,1181178100.0,7045655600.0,0.0,0.0,0.0,0.0,0.0
39,5072.0,1184450300.0,7258950000.0,0.0,0.0,0.0,0.0,0.0
40,5199.0,1188107800.0,5679381000.0,0.0,0.0,0.0,0.0,0.0
41,5325.0,286931260.0,7315604000.0,0.0,0.0,0.0,0.0,0.0
42,5388.0,293405570.0,4187926800.0,0.0,1630615800.0,1698.0,0.0,21061.0
43,5492.0,335775680.0,5119530000.0,12.5,2395348700.0,2975.5,18593.5,26624.5
44,4625.0,351833600.0,5534823400.0,15.5,174852430.0,242.5,29036.5,0.0
45,4694.0,355835870.0,5714089500.0,0.0,0.0,0.0,0.0,0.0
46,4821.0,363694660.0,5980398000.0,0.0,0.0,0.0,0.0,0.0
47,4949.0,363694700.0,6219830000.0,0.0,0.0,0.0,0.0,0.0
48,5012.0,367631650.0,6392619000.0,0.0,0.0,0.0,0.0,0.0
49,5140.0,367631680.0,4887344000.0,0.0,0.0,0.0,0.0,0.0
50,5266.0,372992770.0,5098047500.0,0.0,0.0,0.0,0.0,0.0
51,5329.0,394965340.0,6841544000.0,0.0,339685900.0,340.5,0.0,5092.5
52,5454.0,420195460.0,5864905000.0,0.0,1948905300.0,2050.5,0.0,16794.5
53,5580.0,466329760.0,6934033000.0,27.5,1244770700.0,1378.5,33817.5,8184.0
54,4559.0,484200450.0,7078721000.0,0.5,9445922.0,214.5,1157.0,0.0
55,4684.0,492085380.0,7275412000.0,0.0,0.0,0.0,0.0,0.0
56,4812.0,495597150.0,7496324000.0,0.0,0.0,0.0,0.0,0.0
57,4875.0,500995970.0,5730558500.0,0.0,0.0,0.0,0.0,0.0
58,5002.0,502450780.0,5965196000.0,0.0,0.0,0.0,0.0,0.0
59,5130.0,510245820.0,6207223300.0,0.0,0.0,0.0,0.0,0.0
60,5194.0,511224700.0,6355162600.0,0.0,0.0,0.0,0.0,0.0
61,5322.0,537760500.0,4840859600.0,0.0,326431780.0,327.5,0.0,3206.5
62,5449.0,551386900.0,5286260000.0,0.0,1910225400.0,2176.0,0.0,14092.0
